C14;12;T;G6;4;G6S0;4;M1;2023-04-26
C11;12;T;G6;4;G6S1;2;M1;2023-07-03
C10;12;M;G6;4;G6S1;2;M1;2023-06-26
C14;12;T;G6;4;G6S0;4;M1;2023-05-24
C14;12;T;G6;4;G6S1;2;M1;2023-06-14
C11;12;T;G6;4;G6S1;2;M1;2023-05-08
C14;12;T;G6;4;G6S0;4;M1;2023-05-17
C8;11;M;G6;4;G6S1;2;M1;2023-04-17
C14;12;T;G6;4;G6S0;4;M1;2023-07-05
C11;12;T;G6;4;G6S0;4;M1;2023-06-26
C10;12;M;G6;4;G6S1;2;M1;2023-06-05
C14;12;T;G6;4;G6S2;2;M1;2023-04-19
C10;12;M;G6;4;G6S2;2;M1;2023-04-17
C11;12;T;G6;4;G6S2;2;M1;2023-05-29
C11;12;T;G6;4;G6S2;2;M1;2023-06-19
C10;12;M;G6;4;G6S2;2;M1;2023-05-01
C8;11;M;G6;4;G6S2;2;M1;2023-07-10
C25;999;N;G7;5;G7S0;5;M7;2023-05-25
C26;999;N;G7;5;G7S1;3;M7;2023-06-22
C25;999;N;G7;5;G7S1;3;M7;2023-06-01
C25;999;N;G7;5;G7S1;3;M7;2023-06-15
C26;999;N;G7;5;G7S0;5;M7;2023-06-29
C26;999;N;G7;5;G7S0;5;M7;2023-07-06
C26;999;N;G7;5;G7S2;2;M7;2023-06-15
C25;999;N;G7;5;G7S2;2;M7;2023-06-22
C25;999;N;G7;5;G7S2;2;M7;2023-06-08
C15;6;T;G6;4;G6S1;2;M5;2023-06-23
C21;7;T;G6;4;G6S1;2;M5;2023-06-30
C16;6;T;G6;4;G6S1;2;M5;2023-06-09
C21;7;T;G6;4;G6S2;2;M5;2023-07-07
C16;6;T;G6;4;G6S2;2;M5;2023-06-16
C15;6;T;G6;4;G6S2;2;M5;2023-07-14
C1;999;M;G1;5;G1S0;5;M9;2023-07-05
C2;999;M;G1;5;G1S1;3;M9;2023-07-07
C2;999;M;G1;5;G1S0;5;M9;2023-06-30
C3;999;M;G1;5;G1S0;5;M9;2023-07-11
C1;999;M;G1;5;G1S0;5;M9;2023-07-12
C2;999;M;G1;5;G1S0;5;M9;2023-06-23
C2;999;M;G1;5;G1S2;2;M9;2023-07-14
C1;999;M;G3;5;G3S0;5;M9;2023-06-28
C3;999;M;G3;5;G3S0;5;M9;2023-07-04
C2;999;M;G3;5;G3S1;3;M9;2023-06-30
C2;999;M;G3;5;G3S0;5;M9;2023-07-07
C1;999;M;G3;5;G3S0;5;M9;2023-07-12
C1;999;M;G3;5;G3S0;5;M9;2023-07-05
C2;999;M;G3;5;G3S2;2;M9;2023-07-14
C19;6;T;G2;4;G2S0;4;M6;2023-06-19
C6;6;M;G2;4;G2S1;2;M6;2023-07-06
C20;6;M;G2;4;G2S0;4;M6;2023-05-22
C20;6;M;G2;4;G2S0;4;M6;2023-06-26
C20;6;M;G2;4;G2S0;4;M6;2023-06-12
C19;6;T;G2;4;G2S0;4;M6;2023-06-26
C19;6;T;G2;4;G2S1;2;M6;2023-06-05
C6;6;M;G2;4;G2S2;2;M6;2023-06-01
C19;6;T;G2;4;G2S2;2;M6;2023-06-12
C14;12;T;G3;5;G3S0;5;M1;2023-06-14
C11;12;T;G3;5;G3S1;3;M1;2023-04-10
C8;11;M;G3;5;G3S1;3;M1;2023-05-15
C14;12;T;G3;5;G3S1;3;M1;2023-05-10
C10;12;M;G3;5;G3S0;5;M1;2023-06-05
C11;12;T;G3;5;G3S1;3;M1;2023-04-03
C14;12;T;G3;5;G3S0;5;M1;2023-03-29
C14;12;T;G3;5;G3S0;5;M1;2023-05-31
C8;11;M;G3;5;G3S1;3;M1;2023-06-12
C11;12;T;G3;5;G3S1;3;M1;2023-05-01
C14;12;T;G3;5;G3S0;5;M1;2023-06-28
C11;12;T;G3;5;G3S2;2;M1;2023-07-03
C11;12;T;G3;5;G3S2;2;M1;2023-04-17
C8;11;M;G3;5;G3S2;2;M1;2023-06-19
C11;12;T;G3;5;G3S2;2;M1;2023-05-22
C14;12;T;G3;5;G3S2;2;M1;2023-06-21
C8;11;M;G3;5;G3S2;2;M1;2023-04-24
C13;6;T;G2;4;G2S1;2;M8;2023-05-17
C18;6;T;G2;4;G2S1;2;M8;2023-04-19
C4;21;M;G2;4;G2S1;2;M8;2023-07-12
C18;6;T;G2;4;G2S0;4;M8;2023-07-05
C12;6;M;G2;4;G2S1;2;M8;2023-05-03
C13;6;T;G2;4;G2S1;2;M8;2023-06-21
C12;6;M;G2;4;G2S1;2;M8;2023-06-28
C4;21;M;G2;4;G2S0;4;M8;2023-05-17
C17;6;M;G2;4;G2S1;2;M8;2023-05-24
C18;6;T;G2;4;G2S2;2;M8;2023-06-07
C13;6;T;G2;4;G2S2;2;M8;2023-06-14
C4;21;M;G2;4;G2S2;2;M8;2023-05-31
C17;6;M;G2;4;G2S2;2;M8;2023-06-28
C13;6;T;G2;4;G2S2;2;M8;2023-06-28
C12;6;M;G2;4;G2S2;2;M8;2023-04-26
C12;6;M;G2;4;G2S2;2;M8;2023-05-10
C20;6;M;G4;4;G4S1;2;M6;2023-02-27
C19;6;T;G4;4;G4S0;4;M6;2023-04-03
C6;6;M;G4;4;G4S1;2;M6;2023-03-30
C20;6;M;G4;4;G4S0;4;M6;2023-04-24
C6;6;M;G4;4;G4S0;4;M6;2023-03-09
C19;6;T;G4;4;G4S1;2;M6;2023-02-20
C6;6;M;G4;4;G4S0;4;M6;2023-03-16
C20;6;M;G4;4;G4S2;2;M6;2023-03-20
C6;6;M;G4;4;G4S2;2;M6;2023-04-13
C19;6;T;G4;4;G4S2;2;M6;2023-04-17
C12;6;M;G4;4;G4S1;2;M8;2023-05-03
C18;6;T;G4;4;G4S1;2;M8;2023-04-26
C18;6;T;G4;4;G4S1;2;M8;2023-07-05
C17;6;M;G4;4;G4S0;4;M8;2023-05-24
