C14;999;T;G1;6;G1S0;6;M1;2023-04-06
C15;999;T;G1;6;G1S0;6;M1;2023-03-16
C16;999;T;G1;6;G1S0;6;M1;2023-03-30
C17;999;M;G2;6;G2S0;6;M6;2023-02-22
C17;999;M;G2;6;G2S0;6;M6;2023-05-17
C17;999;M;G2;6;G2S0;6;M6;2023-06-07
C18;999;M;G2;6;G2S0;6;M6;2023-06-15
C18;999;M;G2;6;G2S0;6;M6;2023-06-22
C18;999;M;G2;6;G2S0;6;M6;2023-04-13
C18;999;M;G2;6;G2S0;6;M6;2023-05-11
C17;999;M;G2;6;G2S0;6;M6;2023-05-31
C9;6;T;G8;6;G8S0;6;M7;2023-02-21
C1;6;T;G8;6;G8S0;6;M7;2023-06-20
C2;13;T;G8;6;G8S0;6;M7;2023-05-02
C6;13;T;G8;6;G8S0;6;M7;2023-04-11
C10;6;N;G8;6;G8S0;6;M7;2023-04-11
C9;6;T;G8;6;G8S0;6;M7;2023-03-14
C9;6;T;G8;6;G8S0;6;M7;2023-05-16
C6;13;T;G8;6;G8S0;6;M7;2023-07-11
C10;6;N;G8;6;G8S0;6;M7;2023-04-04
C2;13;T;G8;6;G8S0;6;M7;2023-04-04
C10;6;N;G8;6;G8S0;6;M7;2023-02-21
C18;999;M;G7;6;G7S0;6;M6;2023-07-13
C17;999;M;G7;6;G7S0;6;M6;2023-04-05
C17;999;M;G7;6;G7S0;6;M6;2023-03-01
C17;999;M;G7;6;G7S0;6;M6;2023-06-28
C17;999;M;G7;6;G7S0;6;M6;2023-05-17
C18;999;M;G7;6;G7S0;6;M6;2023-06-22
C18;999;M;G7;6;G7S0;6;M6;2023-03-02
C18;999;M;G7;6;G7S0;6;M6;2023-06-15
C9;6;T;G4;6;G4S0;6;M7;2023-06-27
C2;13;T;G4;6;G4S0;6;M7;2023-06-13
C10;6;N;G4;6;G4S0;6;M7;2023-03-21
C10;6;N;G4;6;G4S0;6;M7;2023-03-28
C2;13;T;G4;6;G4S0;6;M7;2023-07-04
C1;6;T;G4;6;G4S0;6;M7;2023-05-30
