C23;3;T;G5;6;G5S2;3;M7;2023-04-27
C22;6;M;G7;4;G7S1;2;M4;2023-05-10
C3;3;T;G6;5;G6S2;2;M6;2023-03-28
C24;3;T;G7;4;G7S2;2;M7;2023-06-22
C5;6;M;G6;5;G6S2;2;M8;2023-05-18
C3;3;T;G7;4;G7S1;2;M6;2023-05-23
C23;3;T;G7;4;G7S1;2;M7;2023-05-04
C24;3;T;G1;6;G1S1;3;M7;2023-05-11
C15;6;M;G1;6;G1S1;3;M5;2023-05-29
C22;6;M;G8;3;G8S1;1;M4;2023-03-15
C14;6;T;G1;6;G1S2;3;M5;2023-03-17
C20;12;T;G3;5;G3S1;3;M2;2023-06-13
C7;6;M;G4;5;G4S2;2;M6;2023-03-24
C4;12;M;G4;5;G4S1;3;M1;2023-05-31
C24;3;T;G2;6;G2S2;3;M7;2023-04-27
C22;6;M;G4;5;G4S1;3;M4;2023-05-10
C10;6;M;G1;6;G1S2;3;M4;2023-04-12
C19;12;T;G1;6;G1S1;3;M2;2023-05-09
C25;3;N;G7;4;G7S2;2;M7;2023-03-20
C10;6;M;G3;5;G3S1;3;M4;2023-04-12
C14;6;T;G1;6;G1S1;3;M5;2023-03-31
C3;3;T;G4;5;G4S1;3;M6;2023-04-04
C10;6;M;G2;6;G2S2;3;M4;2023-05-31
C10;6;M;G2;6;G2S1;3;M4;2023-03-29
C25;3;N;G5;6;G5S1;3;M7;2023-05-08
C24;3;T;G7;4;G7S1;2;M7;2023-04-06
C3;3;T;G7;4;G7S2;2;M6;2023-06-06
C22;6;M;G5;6;G5S2;3;M4;2023-03-08
C1;12;M;G2;6;G2S1;3;M1;2023-05-31
C4;12;M;G1;6;G1S2;3;M1;2023-03-15
C20;12;T;G6;5;G6S2;2;M2;2023-04-25
C20;12;T;G7;4;G7S1;2;M2;2023-04-04
C24;3;T;G3;5;G3S1;3;M7;2023-03-30
C4;12;M;G8;3;G8S1;1;M1;2023-04-19
C10;6;M;G1;6;G1S2;3;M4;2023-04-19
C20;12;T;G1;6;G1S2;3;M2;2023-03-07
C20;12;T;G3;5;G3S2;2;M2;2023-05-16
C9;6;T;G4;5;G4S2;2;M5;2023-05-11
C7;6;M;G4;5;G4S1;3;M6;2023-03-31
C22;6;M;G7;4;G7S2;2;M4;2023-04-26
C19;12;T;G5;6;G5S1;3;M2;2023-05-16
C1;12;M;G3;5;G3S2;2;M1;2023-04-12
C1;12;M;G2;6;G2S2;3;M1;2023-05-10
C9;6;T;G1;6;G1S1;3;M5;2023-07-06
C22;6;M;G6;5;G6S2;2;M4;2023-03-15
C22;6;M;G7;4;G7S1;2;M4;2023-06-21
C22;6;M;G8;3;G8S2;2;M4;2023-06-14
C22;6;M;G8;3;G8S2;2;M4;2023-06-28
C23;3;T;G2;6;G2S2;3;M7;2023-03-09
C10;6;M;G2;6;G2S2;3;M4;2023-04-19
C15;6;M;G1;6;G1S2;3;M5;2023-05-08
C10;6;M;G1;6;G1S1;3;M4;2023-03-15
C9;6;T;G7;4;G7S1;2;M5;2023-04-27
C25;3;N;G6;5;G6S2;2;M7;2023-05-29
C11;12;T;G5;6;G5S2;3;M3;2023-05-19
C20;12;T;G2;6;G2S2;3;M2;2023-05-02
C4;12;M;G7;4;G7S2;2;M1;2023-06-21
C3;3;T;G1;6;G1S1;3;M6;2023-04-18
C20;12;T;G2;6;G2S1;3;M2;2023-05-16
C4;12;M;G2;6;G2S2;3;M1;2023-07-05
C9;6;T;G4;5;G4S1;3;M5;2023-04-27
C23;3;T;G4;5;G4S2;2;M7;2023-03-23
C10;6;M;G8;3;G8S1;1;M4;2023-03-22
C4;12;M;G3;5;G3S1;3;M1;2023-05-10
C4;12;M;G8;3;G8S2;2;M1;2023-04-26
C3;3;T;G1;6;G1S2;3;M6;2023-05-09
C4;12;M;G5;6;G5S1;3;M1;2023-05-03
C3;3;T;G5;6;G5S2;3;M6;2023-03-21
C22;6;M;G6;5;G6S1;3;M4;2023-05-03
C10;6;M;G6;5;G6S2;2;M4;2023-06-28
C4;12;M;G4;5;G4S2;2;M1;2023-05-03
C5;6;M;G6;5;G6S1;3;M8;2023-04-20
C1;12;M;G8;3;G8S1;1;M1;2023-06-28
C25;3;N;G1;6;G1S1;3;M7;2023-04-24
C4;12;M;G8;3;G8S2;2;M1;2023-03-01
C20;12;T;G7;4;G7S2;2;M2;2023-05-23
C20;12;T;G1;6;G1S1;3;M2;2023-04-11
C25;3;N;G2;6;G2S1;3;M7;2023-05-01
C24;3;T;G4;5;G4S1;3;M7;2023-03-09
C23;3;T;G6;5;G6S1;3;M7;2023-06-08
C25;3;N;G7;4;G7S1;2;M7;2023-06-12
C1;12;M;G3;5;G3S1;3;M1;2023-05-31
C20;12;T;G6;5;G6S1;3;M2;2023-03-28
C20;12;T;G5;6;G5S1;3;M2;2023-03-07
C19;12;T;G1;6;G1S2;3;M2;2023-06-20
C25;3;N;G3;5;G3S1;3;M7;2023-04-10
C23;3;T;G2;6;G2S1;3;M7;2023-06-01
C19;12;T;G2;6;G2S2;3;M2;2023-05-30
C1;12;M;G7;4;G7S2;2;M1;2023-05-10
C3;3;T;G5;6;G5S1;3;M6;2023-03-14
C24;3;T;G1;6;G1S2;3;M7;2023-05-04
C9;6;T;G5;6;G5S2;3;M5;2023-03-23
C22;6;M;G4;5;G4S2;2;M4;2023-03-08
C23;3;T;G3;5;G3S2;2;M7;2023-04-06
C23;3;T;G3;5;G3S1;3;M7;2023-03-02
C1;12;M;G4;5;G4S2;2;M1;2023-06-28
C9;6;T;G5;6;G5S1;3;M5;2023-03-30
C23;3;T;G1;6;G1S2;3;M7;2023-05-18
C19;12;T;G1;6;G1S2;3;M2;2023-04-18
C20;12;T;G7;4;G7S2;2;M2;2023-05-16
C24;3;T;G4;5;G4S2;2;M7;2023-04-20
C22;6;M;G4;5;G4S2;2;M4;2023-06-21
C10;6;M;G3;5;G3S2;2;M4;2023-03-29
C1;12;M;G8;3;G8S2;2;M1;2023-03-22
C24;3;T;G3;5;G3S2;2;M7;2023-03-23
C9;6;T;G6;5;G6S2;2;M5;2023-05-18
C1;12;M;G2;6;G2S1;3;M1;2023-05-03
C1;12;M;G2;6;G2S2;3;M1;2023-03-22
C4;12;M;G2;6;G2S1;3;M1;2023-04-19
C3;3;T;G6;5;G6S1;3;M6;2023-04-25
C25;3;N;G1;6;G1S2;3;M7;2023-04-03
C10;6;M;G2;6;G2S2;3;M4;2023-03-15
C1;12;M;G2;6;G2S1;3;M1;2023-03-15
C11;12;T;G5;6;G5S1;3;M3;2023-03-31
C10;6;M;G6;5;G6S1;3;M4;2023-07-05
C9;6;T;G7;4;G7S2;2;M5;2023-03-16
C25;3;N;G5;6;G5S2;3;M7;2023-05-15
C23;3;T;G1;6;G1S1;3;M7;2023-03-30
C4;12;M;G5;6;G5S2;3;M1;2023-05-31
C10;6;M;G2;6;G2S1;3;M4;2023-03-01
C10;6;M;G1;6;G1S1;3;M4;2023-05-03
C1;12;M;G4;5;G4S1;3;M1;2023-04-26
C24;3;T;G5;6;G5S1;3;M7;2023-05-25
C19;12;T;G2;6;G2S2;3;M2;2023-06-20
C1;12;M;G1;6;G1S1;3;M1;2023-03-29
C20;12;T;G5;6;G5S2;3;M2;2023-05-09
C9;6;T;G1;6;G1S2;3;M5;2023-04-13
C9;6;T;G6;5;G6S1;3;M5;2023-05-11
C1;12;M;G2;6;G2S2;3;M1;2023-03-29
C1;12;M;G1;6;G1S2;3;M1;2023-05-03
C3;3;T;G2;6;G2S1;3;M6;2023-02-21
C25;3;N;G2;6;G2S2;3;M7;2023-03-13
C25;3;N;G4;5;G4S1;3;M7;2023-03-27
C4;12;M;G3;5;G3S2;2;M1;2023-05-17
C20;12;T;G7;4;G7S1;2;M2;2023-03-21
C23;3;T;G7;4;G7S2;2;M7;2023-04-13
C1;12;M;G8;3;G8S2;2;M1;2023-04-05
C25;3;N;G3;5;G3S2;2;M7;2023-03-06
C22;6;M;G5;6;G5S1;3;M4;2023-06-14
C19;12;T;G4;5;G4S1;3;M2;2023-06-06
C1;12;M;G4;5;G4S2;2;M1;2023-05-17
C3;3;T;G3;5;G3S2;2;M6;2023-06-13
C24;3;T;G2;6;G2S1;3;M7;2023-04-13
C23;3;T;G4;5;G4S1;3;M7;2023-03-16
C19;12;T;G5;6;G5S2;3;M2;2023-05-02
C20;12;T;G7;4;G7S1;2;M2;2023-06-27
C10;6;M;G8;3;G8S2;2;M4;2023-03-08
C22;6;M;G8;3;G8S1;1;M4;2023-04-12
C25;3;N;G4;5;G4S2;2;M7;2023-04-17
C1;12;M;G8;3;G8S1;1;M1;2023-03-08
C10;6;M;G3;5;G3S1;3;M4;2023-05-03
C10;6;M;G2;6;G2S1;3;M4;2023-05-24
C19;12;T;G4;5;G4S2;2;M2;2023-04-18
C19;12;T;G2;6;G2S1;3;M2;2023-03-28
C3;3;T;G2;6;G2S2;3;M6;2023-02-28
C19;12;T;G2;6;G2S1;3;M2;2023-04-25
C22;6;M;G7;4;G7S2;2;M4;2023-05-03
C4;12;M;G1;6;G1S1;3;M1;2023-04-19
C1;12;M;G8;3;G8S1;1;M1;2023-03-29
C10;6;M;G3;5;G3S2;2;M4;2023-05-31
C24;3;T;G6;5;G6S2;2;M7;2023-06-15
C1;12;M;G8;3;G8S2;2;M1;2023-05-03
C4;12;M;G7;4;G7S1;2;M1;2023-05-17
C24;3;T;G5;6;G5S2;3;M7;2023-06-01
C20;12;T;G7;4;G7S2;2;M2;2023-04-11
C3;3;T;G4;5;G4S2;2;M6;2023-05-30
C1;12;M;G4;5;G4S1;3;M1;2023-06-14
C19;12;T;G1;6;G1S1;3;M2;2023-05-02
C1;12;M;G7;4;G7S1;2;M1;2023-04-26
C4;12;M;G8;3;G8S1;1;M1;2023-06-14
C25;3;N;G6;5;G6S1;3;M7;2023-05-22
C3;3;T;G3;5;G3S1;3;M6;2023-07-04
C24;3;T;G6;5;G6S1;3;M7;2023-05-18
C23;3;T;G6;5;G6S2;2;M7;2023-05-25
C23;3;T;G5;6;G5S1;3;M7;2023-04-20
C22;6;M;G4;5;G4S1;3;M4;2023-06-28
C8;9;T;G8;3;G8S0;3;M6;2023-06-20
C8;9;T;G8;3;G8S0;3;M6;2023-06-13
C8;9;T;G8;3;G8S0;3;M6;2023-05-23
C13;6;T;G8;3;G8S0;3;M6;2023-07-07
C7;6;M;G8;3;G8S0;3;M6;2023-06-16
C3;3;T;G8;3;G8S0;3;M6;2023-06-27
C12;6;M;G8;3;G8S0;3;M6;2023-07-07
C8;9;T;G8;3;G8S0;3;M6;2023-07-04
C12;6;M;G8;3;G8S0;3;M6;2023-06-09
C13;6;T;G8;3;G8S0;3;M6;2023-06-02
C5;6;M;G1;6;G1S0;6;M8;2023-04-13
C6;6;M;G1;6;G1S0;6;M8;2023-04-20
C5;6;M;G1;6;G1S0;6;M8;2023-05-11
C2;22;M;G1;6;G1S0;6;M8;2023-05-18
C2;22;M;G1;6;G1S0;6;M8;2023-06-01
C26;999;N;G8;3;G8S0;3;M9;2023-06-16
C26;999;N;G8;3;G8S0;3;M9;2023-04-28
C26;999;N;G8;3;G8S0;3;M9;2023-03-17
C26;999;N;G8;3;G8S0;3;M9;2023-04-21
C21;999;M;G8;3;G8S0;3;M9;2023-04-14
C26;999;N;G8;3;G8S0;3;M9;2023-05-12
C26;999;N;G8;3;G8S0;3;M9;2023-03-31
